Growth Stage,Elevation (m),Soil A,Soil B,Amount Fertilizer,Weather A,Weather B,Weather C,Weather D,Weather E,Weather F,Year,Weekday,HarvestTime,IsTypeC,Assessment Score,Variety_M,Assessment Type_C - B,Assessment Type_C - C,Assessment Type_C - D,Assessment Type_C - E,Assessment Type_C - F,Assessment Type_C - G,Assessment Type_C - H,Assessment Type_C - I,Assessment Type_C - J,Assessment Type_C - K,Assessment Type_C - L,Assessment Type_C - M,Assessment Type_C - N,Assessment Type_C - O,Assessment Type_C - P,Assessment Type_C - Q,Assessment Type_C - R,Assessment Type_C - S,Assessment Type_C - T,Assessment Type_C - U,Assessment Type_C - V,Assessment Type_G - A,Assessment Type_G - B,Assessment Type_G - C,Assessment Type_G - D,Assessment Type_G - E,Assessment Type_Y,Site_SiteB,Site_SiteC,Site_SiteD,Site_SiteE,AssessmentPrefix_G,AssessmentPrefix_Y
0.0,0.0,0.0,-0.6118421052631579,0.12569130216189045,0.4923076923076922,0.38297872340425554,-0.03333333333333333,0.5090909090909093,-1.0133039390476226,-1.1029593094944514,2015.0,0.0,1.75,1.0,6.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3902439024390244,0.0,0.0,-0.6118421052631579,0.12569130216189045,0.9538461538461538,-0.042553191489361555,-0.03333333333333333,0.7363636363636367,-1.0133039390476226,-1.4112207151664613,2015.0,1.0,1.75,1.0,2.9728322469982844,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6829268292682927,0.0,0.0,-0.6118421052631579,0.12569130216189045,0.33846153846153837,-0.042553191489361555,-0.03333333333333333,0.15454545454545482,-0.7957676190476217,-1.0413070283600494,2015.0,1.5,1.75,1.0,71.91435358432852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6829268292682927,0.7171717171717171,-1.0,0.07236842105263168,-1.0055304172951236,0.36923076923076903,0.9361702127659577,0.0,-0.17272727272727262,0.5714285714285788,0.22071516646115896,2015.0,0.5,1.3125,1.0,95.85856341463416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.6118421052631579,0.12569130216189045,0.18461538461538451,0.38297872340425554,-0.03333333333333333,0.15454545454545482,-0.9319727923809557,-1.2262638717632555,2015.0,-1.0,1.75,1.0,450.574713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.17073170731707318,-0.5151515151515151,0.25,0.5263157894736842,0.0,-0.4307692307692309,-1.5319148936170213,-0.03333333333333333,1.1090909090909096,-0.28571428571428453,-1.2262638717632555,2015.0,-1.0,0.0,1.0,3.950994465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7317073170731707,0.7070707070707071,-0.75,-0.23026315789473673,2.0864253393665164,0.4595759919398006,0.3823367300658731,1.033530771008202,-0.14909450081185582,0.32743824575000247,0.061005431209643746,2016.0,1.0,0.0625,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.4878048780487805,-0.5151515151515151,0.25,0.5263157894736842,0.0,-0.5846153846153848,-0.2553191489361701,0.3,0.5272727272727274,-0.3333333333333337,-0.054870530209617796,2015.0,0.5,0.0,1.0,2.994517712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3818181818181818,0.25,-0.47368421052631576,-0.9389140271493215,-0.7538461538461539,-0.29787234042553185,6.599999999999999,-1.1181818181818182,0.6190476190476231,0.8834771886559802,2017.0,0.5,-0.125,1.0,76.66057660074237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.3818181818181818,0.25,-0.47368421052631576,-0.9389140271493215,-0.15384615384615385,-0.10638297872340427,0.0,0.3818181818181821,1.1904761904761922,-0.29654747225647365,2017.0,0.0,-0.125,1.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.6829268292682927,0.5252525252525253,0.25,-0.03289473684210526,1.5057817998994476,-0.8461538461538461,-0.9361702127659575,-0.03333333333333333,-0.7545454545454545,0.4285714285714269,0.43834771886559803,2017.0,-0.5,0.0625,1.0,2.175164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.7317073170731707,0.0,0.0,-0.6118421052631579,0.12569130216189045,0.6411574730727239,0.5030057750488197,-0.025373049830079708,0.18533010429933938,-0.9763320709937986,-0.9291039531841356,2015.0,0.0,1.75,0.0,12.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.6829268292682927,0.06060606060606061,-0.5,0.059210526315789616,-0.7566616390145803,0.06153846153846132,-0.4680851063829786,-0.03333333333333333,0.30909090909090936,0.38095238095238265,-0.07706535141800247,2016.0,-1.0,0.125,1.0,2.833665,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7317073170731707,-0.13131313131313133,0.0,-0.6118421052631579,-0.3770739064856713,0.6824582953842082,0.4654935481833604,1.180072952888338,0.10933294929435533,-1.0786830135038556,-0.9232496706562898,2016.0,1.0,-0.3125,0.0,3.756,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.6829268292682927,0.7070707070707071,-0.75,-0.23026315789473673,2.0864253393665164,0.0,-0.2340425531914893,-0.03333333333333333,0.6818181818181819,0.9047619047619079,-0.42478421701602964,2016.0,-1.0,0.0625,1.0,5.58127,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.170731707317073,-0.5050505050505051,0.25,0.5263157894736842,0.0,-0.5846153846153848,-0.8510638297872339,11.1,-1.0545454545454545,-0.7619047619047645,1.1781750924784218,2016.0,-0.5,-0.5,1.0,372.972973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.40404040404040403,-1.0,-0.5460526315789473,-0.40409753645047786,0.7538461538461536,0.6170212765957448,-0.03333333333333333,0.6181818181818184,0.4285714285714269,-1.4728729963008633,2017.0,0.5,0.8125,1.0,68.971134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.170731707317073,0.7171717171717171,-1.0,0.07236842105263168,-1.0055304172951236,-1.784615384615385,-2.0,0.06666666666666667,-1.509090909090909,0.14285714285714235,1.159062885326757,2015.0,0.0,1.3125,1.0,0.3355,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.6829268292682927,-0.4636363636363636,0.5,1.0328947368421055,-1.0055304172951236,-0.9384615384615387,-1.3404255319148937,-0.03333333333333333,0.09090909090909093,-0.5714285714285731,-0.3014796547472257,2017.0,-0.5,-0.4375,1.0,10.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6829268292682927,-0.5151515151515151,0.25,0.5263157894736842,0.0,-0.015384615384615604,-1.5106382978723405,-0.03333333333333333,0.4181818181818184,-0.47619047619047794,-0.9180024660912455,2015.0,0.5,0.0,1.0,476.576577,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.146341463414634,-0.5959595959595959,0.25,0.24342105263157915,-0.761689291101056,-0.9230769230769231,-1.2553191489361704,-0.03333333333333333,-1.1,-0.47619047619047794,1.0548705302096177,2015.0,-0.5,-0.875,1.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.4878048780487805,-0.5151515151515151,0.25,0.5263157894736842,0.0,1.0,0.468085106382979,0.8999999999999999,0.4363636363636365,-0.5714285714285731,-0.7946979038224415,2015.0,1.0,0.0,1.0,5.310784126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.13131313131313133,0.0,-0.6118421052631579,-0.3770739064856713,0.6461538461538461,0.595744680851064,0.22,-0.05454545454545436,-1.1220720990476232,-0.23982737361282372,2016.0,1.0,-0.3125,1.0,66.76436400826447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3902439024390244,-0.5151515151515151,0.25,0.5263157894736842,0.0,0.9846153846153844,-0.10638297872340427,0.16666666666666666,0.47272727272727305,-0.4285714285714299,-1.0413070283600494,2015.0,1.0,0.0,1.0,4.611106581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4878048780487805,0.5252525252525253,0.25,-0.03289473684210526,1.5057817998994476,-0.24615384615384636,-0.1702127659574466,1.0999999999999999,0.4909090909090912,2.2857142857142967,-0.17817509247842175,2017.0,0.0,0.0625,1.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5609756097560976,0.06060606060606061,-0.5,0.059210526315789616,-0.7566616390145803,0.0,-0.042553191489361555,0.8999999999999999,-0.7090909090909091,0.4285714285714269,0.5184956843403205,2016.0,-0.5,0.125,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.146341463414634,-0.13131313131313133,0.0,-0.6118421052631579,-0.3770739064856713,-0.7384615384615386,0.170212765957447,-0.03333333333333333,-1.5181818181818183,-0.9858669257142891,0.13008631319358813,2016.0,-1.0,-0.3125,1.0,0.32906,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3902439024390244,0.6666666666666666,-0.75,0.0,3.2679738562091516,0.14153846153846125,0.7085106382978724,-0.03333333333333333,0.6727272727272731,0.09523809523809809,0.4941944099876691,2015.0,0.0,0.5625,1.0,64.585206,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.4878048780487805,0.5252525252525253,0.25,-0.03289473684210526,1.5057817998994476,-0.24615384615384636,-0.1702127659574466,1.0999999999999999,0.4909090909090912,2.2857142857142967,-0.17817509247842175,2017.0,0.0,0.0625,1.0,97.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3902439024390244,0.7171717171717171,-1.0,0.07236842105263168,-1.0055304172951236,-0.10769230769230759,0.19148936170212777,0.7000000000000001,-0.9181818181818181,0.2857142857142847,0.7287299630086309,2015.0,-1.0,1.3125,1.0,17.651317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.3902439024390244,0.7070707070707071,-0.75,-0.23026315789473673,2.0864253393665164,0.07692307692307693,-0.4255319148936169,-0.03333333333333333,0.009090909090909222,-0.09523809523809809,0.31504315659679405,2016.0,0.5,0.0625,1.0,38.901983435553966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.7070707070707071,-0.75,-0.23026315789473673,2.0864253393665164,0.36923076923076903,0.8085106382978726,2.8333333333333335,-0.3272727272727271,0.33333333333333875,0.31504315659679405,2016.0,0.5,0.0625,1.0,8.416834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
